User,ID,Modelo,Local,Watt-dia,Watt-Mes,Watt-Atual,Voltagem-Atual,Corrente-Atual,Valor-Conta,Watt-Jun-2024,Watt-Jul-2024,Watt-Ago-2024,Watt-Set-2024,Watt-Out-2024,Watt-Nov-2024,Valor-Conta-Jun-2024,Valor-Conta-Jul-2024,Valor-Conta-Ago-2024,Valor-Conta-Set-2024,Valor-Conta-Out-2024,Valor-Conta-Nov-2024
user066@example.com,295,2,Escritorio,3.88,43.96,0.11,227.55110681228467,0.0,32.78,42.76,28.17,48.2,29.57,46.83,30.15,31.89,21.01,35.94,22.05,34.92,22.48
user066@example.com,296,1,Banheiro,1.34,66.65,0.15,222.0275474761531,0.0,49.7,48.52,26.1,25.62,50.11,29.59,43.77,36.18,19.46,19.11,37.37,22.07,32.64
user066@example.com,297,1,Banheiro,4.13,63.55,0.07,229.09377397392612,0.0,47.39,32.69,35.69,45.96,32.09,31.2,42.21,24.38,26.61,34.27,23.93,23.27,31.48
user066@example.com,298,1,Sala,0.71,53.54,0.13,235.1802043706299,0.0,39.93,33.14,29.18,50.6,38.23,39.98,40.31,24.71,21.76,37.73,28.51,29.81,30.06
user067@example.com,299,1,Area de Servico,4.69,37.37,0.17,233.4428344446798,0.0,27.87,25.71,48.11,29.41,33.72,45.69,43.22,19.17,35.88,21.93,25.15,34.07,32.23
user067@example.com,300,1,Escritorio,3.75,70.14,0.2,225.56151781816726,0.0,52.3,45.44,30.28,42.07,41.19,47.16,38.22,33.89,22.58,31.37,30.72,35.17,28.5
user067@example.com,301,2,Cozinha,4.34,34.63,0.19,237.83323025581782,0.0,25.82,38.88,36.51,38.44,46.64,41.65,50.4,28.99,27.23,28.67,34.78,31.06,37.58
user067@example.com,302,1,Garagem,3.35,35.12,0.17,231.85921997585135,0.0,26.19,25.73,50.66,48.21,43.89,42.38,47.6,19.19,37.78,35.95,32.73,31.6,35.5
user067@example.com,303,2,Banheiro,2.43,47.27,0.16,233.03822193968983,0.0,35.25,26.45,28.28,44.71,27.59,38.68,30.21,19.72,21.09,33.34,20.57,28.84,22.53
user068@example.com,304,1,Sala,1.11,51.65,0.1,230.27546001923469,0.0,38.52,46.15,46.73,48.65,45.73,48.64,40.67,34.41,34.85,36.28,34.1,36.27,30.33
user068@example.com,305,2,Cozinha,2.45,32.05,0.06,237.6244013261916,0.0,23.9,28.21,33.87,36.56,33.23,48.31,41.27,21.04,25.26,27.26,24.78,36.03,30.78
user068@example.com,306,1,Area de Servico,2.06,63.94,0.06,224.91877457058277,0.0,47.68,47.96,46.6,37.16,47.78,33.94,26.16,35.76,34.75,27.71,35.63,25.31,19.51
user068@example.com,307,1,Area de Servico,3.12,55.57,0.12,229.78131593955953,0.0,41.44,47.86,28.52,34.32,47.79,48.15,32.04,35.69,21.27,25.59,35.64,35.91,23.89
user069@example.com,308,2,Escritorio,2.29,62.38,0.15,230.06553503029167,0.0,46.52,41.79,37.63,42.19,27.77,46.37,44.46,31.16,28.06,31.46,20.71,34.58,33.15
user069@example.com,309,1,Banheiro,0.84,52.89,0.19,223.8402857205743,0.0,39.44,47.06,30.48,26.71,47.33,34.49,35.61,35.09,22.73,19.92,35.29,25.72,26.55
user069@example.com,310,1,Area de Servico,1.43,51.56,0.14,234.05930426414105,0.0,38.45,38.76,48.54,26.29,35.59,33.41,36.36,28.9,36.2,19.6,26.54,24.91,27.11
user069@example.com,311,1,Garagem,2.62,31.1,0.11,238.11428867221346,0.0,23.19,29.7,42.61,38.07,41.27,41.44,29.41,22.15,31.77,28.39,30.78,30.9,21.93
user069@example.com,312,1,Quarto,3.48,63.41,0.09,239.04313954848067,0.0,47.29,28.75,33.08,44.86,41.23,46.49,39.45,21.44,24.67,33.45,30.75,34.67,29.42
user070@example.com,313,2,Area de Servico,4.23,46.46,0.1,232.1371044377797,0.0,34.65,26.33,29.67,27.2,45.05,39.89,45.76,19.63,22.13,20.28,33.59,29.75,34.12
user070@example.com,314,2,Area de Servico,2.35,34.26,0.13,220.17878700360467,0.0,25.55,28.63,48.56,36.67,29.55,28.96,30.03,21.35,36.21,27.35,22.04,21.6,22.39
user070@example.com,315,1,Area de Servico,1.47,44.47,0.1,220.55289230348674,0.0,33.16,28.53,28.62,35.98,47.31,27.07,41.47,21.28,21.34,26.83,35.28,20.19,30.92
user070@example.com,316,2,Quarto,3.69,57.47,0.15,230.84301429626058,0.0,42.86,43.2,42.09,48.53,34.53,36.06,39.59,32.21,31.39,36.19,25.75,26.89,29.52
user071@example.com,317,2,Garagem,1.1,31.13,0.15,230.7942865270908,0.0,23.21,28.06,46.87,34.82,42.53,40.72,39.22,20.92,34.95,25.97,31.72,30.37,29.25
user071@example.com,318,2,Banheiro,3.94,48.27,0.14,222.21414833114684,0.0,36.0,38.25,33.62,41.49,28.49,46.99,29.74,28.52,25.07,30.94,21.25,35.04,22.18
user071@example.com,319,2,Sala,2.52,71.45,0.2,222.9770815275567,0.0,53.28,36.22,48.94,25.57,27.22,30.17,41.04,27.01,36.5,19.07,20.3,22.5,30.6
user071@example.com,320,2,Quarto,2.2,60.3,0.08,220.28685573813297,0.0,44.97,50.72,27.36,48.75,34.76,40.49,34.63,37.82,20.4,36.35,25.92,30.19,25.82
user071@example.com,321,2,Area de Servico,3.32,40.66,0.11,238.08721362615867,0.0,30.32,44.75,46.17,31.3,30.8,47.62,36.4,33.37,34.43,23.34,22.97,35.51,27.14
user072@example.com,322,2,Banheiro,0.74,55.36,0.17,228.48874817807263,0.0,41.28,33.21,31.88,29.56,29.82,41.78,44.97,24.77,23.77,22.04,22.24,31.16,33.53
user072@example.com,323,2,Quarto,2.68,36.6,0.2,236.41521331617045,0.0,27.29,43.57,45.15,36.93,41.97,26.72,46.2,32.49,33.67,27.54,31.3,19.93,34.45
user072@example.com,324,1,Cozinha,3.75,35.05,0.16,231.95930269090988,0.0,26.14,37.49,36.74,33.9,34.6,27.01,42.16,27.96,27.4,25.28,25.8,20.14,31.44
user072@example.com,325,1,Garagem,2.92,31.04,0.19,234.23613820713152,0.0,23.15,28.77,37.4,27.81,25.99,46.57,27.29,21.45,27.89,20.74,19.38,34.73,20.35
user072@example.com,326,2,Banheiro,2.85,72.31,0.16,238.6556907183576,0.0,53.92,48.81,38.92,26.69,28.86,26.97,33.77,36.4,29.02,19.9,21.52,20.11,25.18
user073@example.com,327,2,Garagem,0.84,45.66,0.07,233.99912378421826,0.0,34.05,39.79,29.15,49.98,35.02,46.35,35.12,29.67,21.74,37.27,26.11,34.56,26.19
user073@example.com,328,1,Area de Servico,2.13,54.54,0.05,230.62315761418824,0.0,40.67,49.35,27.92,49.05,33.84,27.99,30.68,36.8,20.82,36.58,25.23,20.87,22.88
user073@example.com,329,2,Garagem,0.78,58.29,0.1,237.8626307923792,0.0,43.47,28.16,31.05,28.08,41.07,34.28,40.97,21.0,23.15,20.94,30.63,25.56,30.55
user074@example.com,330,2,Cozinha,4.16,60.03,0.07,220.13813934333584,0.0,44.76,26.52,46.89,50.53,32.36,50.37,44.82,19.78,34.97,37.68,24.13,37.56,33.42
user074@example.com,331,2,Quarto,3.09,67.13,0.11,230.86175605920755,0.0,50.06,41.29,43.36,30.38,33.81,41.15,27.78,30.79,32.33,22.65,25.21,30.69,20.72
user074@example.com,332,2,Banheiro,0.77,55.66,0.13,233.97033759779356,0.0,41.51,34.53,29.2,48.11,31.92,33.48,38.96,25.75,21.77,35.88,23.8,24.97,29.05
user075@example.com,333,2,Banheiro,3.38,56.83,0.12,228.04362930859358,0.0,42.38,38.22,43.26,48.03,40.34,37.88,43.58,28.5,32.26,35.82,30.08,28.25,32.5
user075@example.com,334,2,Cozinha,4.64,69.12,0.1,220.57008363422554,0.0,51.54,44.76,49.82,32.14,35.27,42.35,48.21,33.38,37.15,23.97,26.3,31.58,35.95
user075@example.com,335,1,Garagem,2.26,42.6,0.08,224.3356488947927,0.0,31.77,48.58,48.13,45.63,28.73,33.63,33.19,36.23,35.89,34.03,21.42,25.08,24.75
user075@example.com,336,1,Cozinha,1.17,67.77,0.11,223.62370444996742,0.0,50.54,31.6,35.86,39.35,28.69,33.61,33.94,23.56,26.74,29.34,21.39,25.06,25.31
user075@example.com,337,2,Cozinha,1.13,39.06,0.13,228.35476653061997,0.0,29.13,49.18,30.11,43.02,32.65,32.01,35.33,36.67,22.45,32.08,24.35,23.87,26.35
user076@example.com,338,1,Cozinha,3.73,44.34,0.15,233.81666957659715,0.0,33.06,38.05,36.74,26.74,38.39,35.17,50.66,28.37,27.4,19.94,28.63,26.23,37.78
user076@example.com,339,2,Area de Servico,3.5,75.88,0.08,238.67446531541106,0.0,56.58,34.67,50.54,36.11,47.05,36.91,35.61,25.85,37.69,26.93,35.09,27.52,26.55
user076@example.com,340,2,Banheiro,3.42,50.94,0.05,229.37413188846187,0.0,37.99,28.97,45.98,34.03,37.26,32.75,48.6,21.6,34.29,25.38,27.79,24.42,36.24
user076@example.com,341,2,Escritorio,4.79,31.17,0.11,227.34512988140276,0.0,23.24,46.1,31.35,26.13,26.29,39.13,44.81,34.38,23.38,19.49,19.6,29.18,33.42
user076@example.com,342,1,Sala,3.43,39.38,0.09,225.40490790815412,0.0,29.37,27.67,38.31,48.47,49.92,29.99,49.55,20.63,28.57,36.14,37.23,22.36,36.95
user077@example.com,343,1,Escritorio,3.71,66.56,0.06,237.56517372733856,0.0,49.63,25.51,46.91,39.88,43.64,31.67,48.12,19.02,34.98,29.74,32.54,23.62,35.88
user077@example.com,344,2,Banheiro,3.57,42.0,0.17,220.4696012106538,0.0,31.32,36.17,31.14,34.39,42.07,41.46,41.69,26.97,23.22,25.64,31.37,30.92,31.09
user077@example.com,345,2,Cozinha,0.9,67.87,0.2,238.64859420192235,0.0,50.61,27.01,26.05,40.85,49.71,46.53,43.56,20.14,19.43,30.46,37.07,34.7,32.48
user077@example.com,346,1,Garagem,4.67,67.85,0.07,238.98193216646672,0.0,50.6,40.01,47.46,37.9,40.28,27.09,40.79,29.84,35.39,28.26,30.04,20.2,30.42
user077@example.com,347,1,Sala,3.45,62.46,0.19,221.3664346573022,0.0,46.58,49.9,25.56,34.17,46.58,41.0,38.89,37.21,19.06,25.48,34.74,30.57,29.0
user077@example.com,348,1,Garagem,0.83,68.67,0.1,232.96768424714617,0.0,51.21,30.51,28.26,43.85,32.84,39.74,50.23,22.75,21.07,32.7,24.49,29.63,37.46
user078@example.com,349,1,Escritorio,0.66,73.91,0.06,224.20876180409263,0.0,55.12,39.76,31.73,34.29,27.08,32.83,40.07,29.65,23.66,25.57,20.19,24.48,29.88
user078@example.com,350,1,Sala,1.67,38.28,0.14,220.47926038535059,0.0,28.55,33.53,40.27,40.99,40.1,31.59,46.8,25.0,30.03,30.57,29.9,23.56,34.9
user078@example.com,351,1,Cozinha,4.59,42.81,0.08,226.33804579754198,0.0,31.92,40.09,38.18,25.94,44.01,41.93,41.59,29.9,28.47,19.34,32.82,31.27,31.01
user078@example.com,352,2,Cozinha,4.57,56.01,0.06,238.2376230762275,0.0,41.77,46.53,33.41,38.68,43.13,27.53,44.68,34.7,24.91,28.84,32.16,20.53,33.32
user078@example.com,353,1,Escritorio,4.45,74.31,0.12,238.9673709150108,0.0,55.41,46.62,36.37,45.95,50.36,41.33,45.43,34.77,27.12,34.27,37.55,30.82,33.88
user079@example.com,354,1,Garagem,3.35,35.32,0.15,229.82309175719288,0.0,26.34,41.48,29.27,33.48,27.55,35.24,45.34,30.93,21.83,24.97,20.54,26.28,33.81
user079@example.com,355,1,Banheiro,0.65,67.45,0.15,220.8435823498226,0.0,50.3,26.01,36.1,34.54,44.8,32.44,44.38,19.4,26.92,25.76,33.41,24.19,33.09
user079@example.com,356,2,Sala,3.7,49.65,0.14,233.58528243721997,0.0,37.02,43.42,43.98,31.06,37.27,45.93,31.01,32.38,32.8,23.16,27.79,34.25,23.12
user080@example.com,357,1,Area de Servico,2.31,58.0,0.12,221.88130355596033,0.0,43.25,35.49,45.31,40.42,26.25,38.42,43.6,26.47,33.79,30.14,19.57,28.65,32.51
user080@example.com,358,1,Quarto,3.84,71.94,0.14,223.06018693847926,0.0,53.65,37.51,29.51,30.26,28.42,39.2,47.95,27.97,22.01,22.57,21.19,29.23,35.76
user080@example.com,359,1,Quarto,3.41,69.29,0.07,220.00961907648576,0.0,51.67,30.17,31.59,35.24,42.79,28.21,25.58,22.5,23.56,26.28,31.91,21.04,19.08
user080@example.com,360,1,Garagem,2.98,60.53,0.05,227.05170213988328,0.0,45.14,48.8,33.28,33.26,50.29,27.58,47.46,36.39,24.82,24.8,37.5,20.57,35.39
user080@example.com,361,1,Garagem,4.38,56.53,0.2,230.8850656326,0.0,42.15,46.3,26.12,25.71,49.34,35.09,46.71,34.53,19.48,19.17,36.79,26.17,34.83
user081@example.com,362,1,Area de Servico,0.7,38.19,0.2,226.98264923020795,0.0,28.48,37.91,42.94,48.5,45.47,40.34,40.4,28.27,32.02,36.17,33.91,30.08,30.13
user081@example.com,363,1,Sala,1.22,32.0,0.17,236.947007198549,0.0,23.86,47.24,28.89,30.08,37.66,29.8,50.59,35.23,21.54,22.43,28.08,22.22,37.73
user081@example.com,364,1,Quarto,1.37,60.47,0.06,227.0732154536468,0.0,45.09,35.0,42.28,43.17,37.17,45.92,35.37,26.1,31.53,32.19,27.72,34.24,26.38
user081@example.com,365,1,Area de Servico,3.13,41.47,0.18,223.0259415762524,0.0,30.92,29.07,40.0,41.7,50.56,48.81,35.31,21.68,29.83,31.1,37.7,36.4,26.33
user081@example.com,366,1,Quarto,0.68,70.21,0.06,229.38545094842092,0.0,52.36,45.74,47.21,38.57,25.45,35.67,26.16,34.11,35.2,28.76,18.98,26.6,19.51
user082@example.com,367,2,Escritorio,3.92,42.88,0.18,234.72193571492826,0.0,31.98,39.08,47.69,33.98,25.73,27.71,50.51,29.14,35.56,25.34,19.19,20.66,37.67
user082@example.com,368,1,Area de Servico,2.77,41.37,0.09,224.05090637316374,0.0,30.85,50.1,45.27,31.1,39.91,25.39,40.83,37.36,33.76,23.19,29.76,18.93,30.45
user082@example.com,369,2,Banheiro,2.89,54.26,0.13,239.13012136735637,0.0,40.46,47.62,32.35,50.46,32.92,50.41,27.6,35.51,24.12,37.63,24.55,37.59,20.58
user082@example.com,370,1,Escritorio,4.56,49.99,0.1,239.30020099698882,0.0,37.28,45.2,25.8,42.35,41.96,48.4,25.52,33.71,19.24,31.58,31.29,36.09,19.03
user082@example.com,371,2,Cozinha,1.36,55.26,0.07,222.45559029551424,0.0,41.21,28.45,35.09,34.55,44.55,35.5,38.79,21.22,26.17,25.76,33.22,26.47,28.93
user083@example.com,372,2,Garagem,3.79,41.9,0.06,231.0415822057937,0.0,31.25,47.48,43.89,48.96,35.38,27.14,28.67,35.41,32.73,36.51,26.38,20.24,21.38
user083@example.com,373,2,Cozinha,4.49,72.47,0.06,229.95683109353607,0.0,54.04,28.12,33.41,48.48,25.82,28.61,47.54,20.97,24.91,36.15,19.25,21.33,35.45
user083@example.com,374,2,Cozinha,2.42,49.55,0.19,238.79831265084186,0.0,36.95,28.52,36.61,42.96,39.24,47.13,40.34,21.27,27.3,32.04,29.26,35.15,30.08
user083@example.com,375,1,Garagem,1.89,68.6,0.14,221.16620981299278,0.0,51.16,47.86,43.93,26.64,33.37,39.51,26.96,35.69,32.76,19.87,24.88,29.46,20.1
user083@example.com,376,1,Escritorio,1.13,44.68,0.05,226.6141614945977,0.0,33.32,45.3,38.88,29.63,39.29,26.2,49.72,33.78,28.99,22.1,29.3,19.54,37.08
user083@example.com,377,2,Area de Servico,2.91,61.96,0.17,222.83756923520752,0.0,46.2,26.22,47.5,47.3,32.38,34.5,30.49,19.55,35.42,35.27,24.15,25.73,22.74
user084@example.com,378,1,Banheiro,2.79,45.73,0.14,226.37346315470296,0.0,34.1,37.96,49.93,38.1,45.7,45.93,25.6,28.31,37.23,28.41,34.08,34.25,19.09
user084@example.com,379,1,Sala,2.22,69.08,0.17,236.37442358702774,0.0,51.51,34.63,32.22,26.68,48.42,45.52,42.6,25.82,24.03,19.9,36.11,33.94,31.77
user084@example.com,380,2,Garagem,4.2,50.03,0.14,230.7341344415439,0.0,37.31,32.31,40.04,38.88,40.35,34.42,41.98,24.09,29.86,28.99,30.09,25.67,31.3
user084@example.com,381,2,Cozinha,1.84,74.47,0.06,222.72158151592834,0.0,55.53,50.44,43.88,42.08,42.19,37.4,30.2,37.61,32.72,31.38,31.46,27.89,22.52
user084@example.com,382,2,Garagem,2.29,75.72,0.08,238.52897187999224,0.0,56.47,49.73,31.64,38.37,41.84,33.81,44.8,37.08,23.59,28.61,31.2,25.21,33.41
user084@example.com,383,2,Quarto,4.1,40.88,0.19,232.59383644936094,0.0,30.48,30.2,29.93,44.9,45.06,45.58,29.16,22.52,22.32,33.48,33.6,33.99,21.74
user085@example.com,384,2,Quarto,2.51,39.97,0.11,223.91392562840153,0.0,29.81,46.69,35.9,37.91,45.46,36.08,28.51,34.82,26.77,28.27,33.9,26.91,21.26
user085@example.com,385,2,Banheiro,1.09,35.02,0.09,225.90981586140418,0.0,26.11,34.85,32.14,28.86,35.1,29.88,35.95,25.99,23.97,21.52,26.17,22.28,26.81
user085@example.com,386,2,Escritorio,1.8,60.22,0.05,230.737825921066,0.0,44.91,27.36,49.49,34.74,33.83,36.36,45.21,20.4,36.91,25.91,25.23,27.11,33.71
user085@example.com,387,2,Garagem,3.51,67.92,0.09,225.98257726870278,0.0,50.65,26.09,32.95,46.1,41.22,47.66,26.81,19.46,24.57,34.38,30.74,35.54,19.99
user086@example.com,388,1,Garagem,4.86,69.15,0.11,220.80734954723093,0.0,51.57,31.74,42.37,30.46,50.66,49.17,29.49,23.67,31.6,22.71,37.78,36.67,21.99
user086@example.com,389,1,Escritorio,4.24,74.26,0.12,223.5823211218817,0.0,55.38,46.82,42.65,43.96,48.35,42.45,42.04,34.91,31.8,32.78,36.06,31.66,31.35
user086@example.com,390,1,Quarto,3.65,52.07,0.18,223.8216851238496,0.0,38.83,42.31,30.33,26.77,44.18,43.77,46.38,31.55,22.62,19.96,32.95,32.64,34.59
user086@example.com,391,2,Sala,3.94,48.74,0.11,238.14273701389064,0.0,36.35,45.24,27.55,46.25,33.65,41.1,32.13,33.74,20.54,34.49,25.09,30.65,23.96
user086@example.com,392,2,Area de Servico,3.73,43.39,0.1,225.80345661424053,0.0,32.36,26.86,37.45,47.53,35.55,36.57,27.25,20.03,27.93,35.44,26.51,27.27,20.32
user086@example.com,393,2,Quarto,0.66,65.82,0.07,224.5756078223006,0.0,49.08,32.94,41.84,37.58,29.0,48.01,42.64,24.56,31.2,28.02,21.63,35.8,31.8
user087@example.com,394,2,Quarto,2.81,57.47,0.13,231.7071661476468,0.0,42.86,36.99,39.29,44.48,32.04,43.76,45.22,27.58,29.3,33.17,23.89,32.63,33.72
user087@example.com,395,1,Banheiro,3.3,35.99,0.1,221.34230378911778,0.0,26.84,48.53,33.47,36.5,31.4,48.06,47.2,36.19,24.96,27.22,23.42,35.84,35.2
user087@example.com,396,2,Area de Servico,1.94,71.33,0.09,220.2988078485047,0.0,53.19,33.66,39.88,45.22,37.63,32.16,26.82,25.1,29.74,33.72,28.06,23.98,20.0
user087@example.com,397,1,Cozinha,2.75,64.68,0.19,236.24742279213922,0.0,48.23,28.92,48.69,49.84,49.68,33.61,41.96,21.57,36.31,37.17,37.05,25.06,31.29
user088@example.com,398,1,Escritorio,2.94,36.27,0.09,226.38031571580515,0.0,27.05,38.84,32.23,47.84,38.41,43.04,40.25,28.96,24.03,35.67,28.64,32.1,30.01
user088@example.com,399,2,Sala,2.25,65.55,0.17,222.9074126728098,0.0,48.88,49.78,31.94,31.48,40.64,30.1,30.56,37.12,23.82,23.47,30.31,22.45,22.79
user088@example.com,400,2,Escritorio,2.81,55.15,0.17,222.3157585993441,0.0,41.13,49.47,43.32,30.47,42.91,49.9,32.26,36.89,32.3,22.72,32.0,37.21,24.06
user088@example.com,401,1,Quarto,0.89,57.48,0.18,222.44376398589128,0.0,42.86,40.27,35.75,32.03,28.25,36.16,25.76,30.03,26.66,23.89,21.07,26.96,19.21
user088@example.com,402,1,Sala,4.7,54.35,0.17,220.62848097065984,0.0,40.53,41.95,25.63,35.82,44.41,48.89,31.48,31.28,19.11,26.71,33.12,36.46,23.47
user089@example.com,403,2,Banheiro,0.54,56.11,0.07,221.78654969485967,0.0,41.84,38.22,46.78,48.66,30.64,35.45,46.28,28.5,34.88,36.29,22.85,26.44,34.51
user089@example.com,404,2,Escritorio,3.98,72.87,0.08,226.36539195056397,0.0,54.34,42.35,39.48,46.66,25.87,42.07,44.83,31.58,29.44,34.79,19.29,31.37,33.43
user089@example.com,405,1,Garagem,1.2,50.69,0.1,239.9100929989199,0.0,37.8,25.5,37.5,29.55,43.83,37.41,37.94,19.02,27.96,22.04,32.68,27.9,28.29
user089@example.com,406,2,Sala,4.77,68.97,0.14,233.38306542978518,0.0,51.43,49.72,45.06,31.99,33.3,29.22,29.6,37.08,33.6,23.86,24.83,21.79,22.07
user090@example.com,407,2,Garagem,3.68,31.5,0.14,225.3151094456956,0.0,23.49,43.58,45.53,29.98,34.17,49.67,43.55,32.5,33.95,22.36,25.48,37.04,32.48
user090@example.com,408,1,Cozinha,2.73,31.49,0.17,234.38642103134356,0.0,23.48,29.41,50.47,27.91,37.47,35.05,26.89,21.93,37.64,20.81,27.94,26.14,20.05
user090@example.com,409,1,Area de Servico,3.29,69.46,0.1,222.648499099388,0.0,51.8,49.39,50.51,45.85,26.75,29.6,32.86,36.83,37.67,34.19,19.95,22.07,24.5
user090@example.com,410,2,Garagem,2.41,68.92,0.07,239.57442058192007,0.0,51.39,44.43,44.89,36.65,39.2,33.09,25.83,33.13,33.47,27.33,29.23,24.68,19.26
user091@example.com,411,1,Area de Servico,3.77,54.19,0.06,227.50660966924156,0.0,40.41,39.39,30.11,49.16,49.42,31.83,41.68,29.37,22.45,36.66,36.85,23.74,31.08
user091@example.com,412,2,Garagem,3.47,38.72,0.06,228.56789689105665,0.0,28.87,43.12,34.45,47.33,34.04,47.82,25.96,32.16,25.69,35.29,25.38,35.66,19.36
user091@example.com,413,1,Area de Servico,1.33,52.88,0.14,238.76560856085678,0.0,39.43,39.67,26.38,25.8,29.5,45.25,43.75,29.58,19.67,19.24,22.0,33.74,32.62
user092@example.com,414,1,Quarto,2.48,32.42,0.19,224.5733264008237,0.0,24.18,47.75,40.95,50.14,26.66,38.7,44.34,35.61,30.54,37.39,19.88,28.86,33.06
user092@example.com,415,2,Escritorio,2.41,45.3,0.17,231.93063041387512,0.0,33.78,43.74,44.97,28.12,47.48,27.84,42.62,32.62,33.53,20.97,35.41,20.76,31.78
user092@example.com,416,1,Banheiro,3.78,62.69,0.06,222.45964747677058,0.0,46.75,48.99,29.61,48.58,48.08,35.01,25.46,36.53,22.08,36.23,35.85,26.11,18.99
user092@example.com,417,1,Banheiro,4.81,43.18,0.09,236.73686650195697,0.0,32.2,38.93,36.23,31.18,50.67,46.14,44.09,29.03,27.02,23.25,37.79,34.41,32.88
user092@example.com,418,1,Escritorio,4.57,38.16,0.08,221.2848872680191,0.0,28.46,39.41,30.28,44.29,49.93,28.35,41.12,29.39,22.58,33.03,37.23,21.14,30.66
user093@example.com,419,2,Cozinha,4.35,47.99,0.12,229.6337649504614,0.0,35.79,36.26,35.49,43.1,30.29,35.0,38.7,27.04,26.47,32.14,22.59,26.1,28.86
user093@example.com,420,2,Garagem,0.7,59.12,0.07,239.7646149908022,0.0,44.09,28.2,26.92,39.15,50.6,26.39,34.32,21.03,20.07,29.19,37.73,19.68,25.59
user093@example.com,421,1,Escritorio,2.23,36.24,0.15,229.74614100868325,0.0,27.02,27.22,26.65,37.95,36.73,25.56,43.9,20.3,19.87,28.3,27.39,19.06,32.74
user093@example.com,422,2,Quarto,2.68,41.26,0.07,235.25731654760597,0.0,30.77,26.65,46.92,45.47,36.83,43.3,40.33,19.87,34.99,33.91,27.46,32.29,30.07
user094@example.com,423,1,Quarto,0.55,57.53,0.18,226.33712303223163,0.0,42.9,41.18,48.74,38.51,28.49,44.19,33.94,30.71,36.35,28.72,21.25,32.95,25.31
user094@example.com,424,2,Quarto,1.05,36.97,0.14,225.27388536764613,0.0,27.57,28.98,35.33,28.64,35.77,30.56,37.39,21.61,26.35,21.36,26.67,22.79,27.88
user094@example.com,425,2,Cozinha,2.22,34.34,0.09,223.11420455037282,0.0,25.61,44.92,40.09,44.7,29.19,34.88,39.56,33.5,29.9,33.33,21.77,26.01,29.5
user095@example.com,426,2,Quarto,2.55,37.83,0.18,224.40182734224828,0.0,28.21,38.2,37.38,40.66,28.96,47.21,37.66,28.49,27.87,30.32,21.6,35.2,28.08
user095@example.com,427,2,Escritorio,0.93,35.48,0.06,233.68922691563557,0.0,26.46,36.67,39.32,26.79,38.43,43.57,37.54,27.35,29.32,19.98,28.66,32.49,27.99
user095@example.com,428,2,Garagem,4.7,60.54,0.2,236.2277463599087,0.0,45.15,45.32,34.5,26.2,25.39,46.56,40.18,33.8,25.73,19.54,18.93,34.72,29.96
user095@example.com,429,2,Area de Servico,1.22,71.99,0.06,235.59016114848126,0.0,53.68,43.33,30.87,47.33,31.06,33.73,45.01,32.31,23.02,35.29,23.16,25.15,33.56
user095@example.com,430,2,Area de Servico,1.39,66.49,0.06,233.83720649727522,0.0,49.58,25.45,36.34,47.07,27.38,39.65,49.37,18.98,27.1,35.1,20.42,29.57,36.82
user095@example.com,431,1,Banheiro,3.37,36.6,0.12,221.93459693989828,0.0,27.29,49.38,45.01,33.25,38.54,42.0,42.73,36.82,33.56,24.79,28.74,31.32,31.86
user096@example.com,432,2,Garagem,1.82,36.58,0.11,229.48833697590615,0.0,27.28,27.82,30.02,50.41,40.28,34.77,26.41,20.75,22.39,37.59,30.04,25.93,19.69
user096@example.com,433,2,Quarto,2.08,36.62,0.15,231.30259363395584,0.0,27.31,49.75,48.12,44.95,34.37,43.52,43.76,37.1,35.88,33.52,25.63,32.45,32.63
user096@example.com,434,1,Garagem,0.99,36.34,0.14,224.88664736882242,0.0,27.1,48.42,31.96,38.16,39.45,44.52,50.39,36.11,23.83,28.46,29.42,33.2,37.58
user096@example.com,435,2,Banheiro,0.62,61.82,0.17,239.0236943025984,0.0,46.1,49.49,45.21,37.87,41.91,35.97,42.72,36.91,33.71,28.24,31.25,26.82,31.86
user096@example.com,436,1,Banheiro,4.0,69.08,0.07,238.42433852635475,0.0,51.51,42.09,33.66,36.49,49.61,37.6,45.53,31.39,25.1,27.21,36.99,28.04,33.95
user096@example.com,437,2,Cozinha,3.56,33.24,0.16,233.19943272354757,0.0,24.79,44.69,29.08,48.62,37.37,40.77,35.88,33.33,21.69,36.26,27.87,30.4,26.76
user097@example.com,438,2,Quarto,2.25,63.07,0.1,238.780488644654,0.0,47.03,49.35,34.22,35.12,36.78,46.03,42.87,36.8,25.52,26.19,27.43,34.33,31.97
user097@example.com,439,2,Area de Servico,4.22,58.66,0.1,226.30889639378657,0.0,43.74,27.55,33.57,44.5,30.72,46.5,28.16,20.54,25.03,33.18,22.91,34.68,21.0
user097@example.com,440,1,Sala,1.79,39.6,0.11,239.4545213318672,0.0,29.53,27.53,39.68,50.25,40.09,31.2,40.82,20.53,29.59,37.47,29.9,23.27,30.44
user097@example.com,441,2,Cozinha,3.41,52.22,0.14,225.53046581410575,0.0,38.94,44.33,28.21,38.09,32.21,29.55,41.81,33.06,21.04,28.4,24.02,22.04,31.18
user097@example.com,442,1,Escritorio,4.45,35.56,0.08,236.2988291093634,0.0,26.52,39.3,50.67,34.19,40.75,46.62,39.45,29.31,37.79,25.5,30.39,34.77,29.42
